HireDate,count_of_hires,multiple_hires,UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,Right_HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name
12/12/2018,1,False,82,daSilva,L,Aline,female,Supply Chain Manager,Logistics,12/12/2018,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
13/05/2020,1,False,19,Aguiar,C,Leonardo,male,Database Administrator,IT,13/05/2020,,70000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
05/08/2021,1,False,56,Nascimento,P,Daniel,female,HR Assistant,Human Resources,05/08/2021,,49000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
05/08/2020,1,False,45,Soares,J,Douglas,male,Web Developer,IT,05/08/2020,,69000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/01/2022,1,False,105,Amaral,P,Nadia,female,Executive Assistant,Administration,15/01/2022,,54000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
12/04/2019,1,False,25,Correia,V,Fernando,male,Network Engineer,IT,12/04/2019,,68000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
17/07/2016,1,False,5,Pereira,K,Marcio,male,IT Technician,IT,17/07/2016,,50000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
14/01/2022,1,False,65,Ramos,A,Anderson,male,IT Support,IT,14/01/2022,,48000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
18/12/2015,1,False,49,Duarte,S,Felipe,male,Insurance Agent,Sales,18/12/2015,,54000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
03/07/2016,1,False,75,Souza,P,Ana,female,Customer Support,Customer Service,03/07/2016,,45000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
23/01/2023,1,False,48,Nascimento,K,Laura,female,Research Scientist,R&D,23/01/2023,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/02/2020,1,False,72,Teixeira,A,Lucas,male,Inventory Specialist,Logistics,15/02/2020,,57000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/07/2018,1,False,27,Queiroz,T,Rafael,male,Production Supervisor,Operations,15/07/2018,,64000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
22/08/2022,1,False,38,Ribeiro,F,Luan,male,Maintenance Technician,Operations,22/08/2022,,53000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
19/06/2020,1,False,12,Barbosa,P,Julia,female,Data Analyst,IT,19/06/2020,,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/07/2016,1,False,98,Almeida,R,Guilherme,male,Financial Consultant,Finance,15/07/2016,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
04/03/2022,1,False,97,Ribeiro,A,Lucia,female,IT Manager,IT,04/03/2022,,95000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
19/11/2021,1,False,100,Oliveira,A,Victor,male,Sales Analyst,Sales,19/11/2021,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/11/2014,1,False,20,Franco,T,Sofia,female,Executive Assistant,Administration,15/11/2014,,52000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
18/03/2023,1,False,29,Matias,A,Victor,male,Technical Support,IT,18/03/2023,,45000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/04/2013,1,False,36,Fraga,R,André,male,Operations Director,Operations,15/04/2013,,95000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
14/09/2020,1,False,101,Teixeira,O,Alice,female,Public Affairs Specialist,Marketing,14/09/2020,,64000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
25/02/2022,1,False,31,Medeiros,R,Luan,male,Logistics Analyst,Logistics,25/02/2022,,52000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
20/12/2020,1,False,37,Dias,A,Maria,female,Executive Director,Administration,20/12/2020,,110000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
11/10/2022,1,False,84,Costa,A,Julia,female,Operations Engineer,Operations,11/10/2022,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
01/10/2018,1,False,22,Moreira,F,Nathalia,female,Research Analyst,R&D,01/10/2018,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
19/08/2021,1,False,86,Barbosa,S,Nelson,male,Customer Success Manager,Sales,19/08/2021,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
09/11/2021,1,False,46,Barbosa,R,Isabella,female,Event Coordinator,Marketing,09/11/2021,,52000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/08/2022,1,False,10,Martins,R,Beatriz,female,Financial Analyst,Finance,15/08/2022,,70000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
10/11/2021,1,False,93,Martins,A,Ana,female,HR Manager,Human Resources,10/11/2021,,75000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
02/08/2021,1,False,28,Leal,J,Gabriela,female,Business Analyst,Finance,02/08/2021,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
20/01/2014,1,False,26,Batista,P,Larissa,female,Marketing Coordinator,Marketing,20/01/2014,,57000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
28/05/2017,1,False,6,Costa,D,Rafaela,female,Sales Executive,Sales,28/05/2017,,58000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
20/02/2020,1,False,64,Nunes,T,Juliana,female,Logistics Coordinator,Logistics,20/02/2020,,68000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
25/01/2016,1,False,90,Ribeiro,T,Lorenzo,male,Production Planner,Operations,25/01/2016,,66000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
14/03/2021,1,False,52,Teixeira,C,Aline,female,Production Technician,Operations,14/03/2021,,50000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
09/01/2023,1,False,55,Santos,M,Thiago,male,Data Scientist,R&D,09/01/2023,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
20/05/2022,1,False,70,Rodrigues,M,Vitor,male,Product Owner,R&D,20/05/2022,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
03/01/2019,1,False,85,Teixeira,D,Roberto,male,Web Designer,IT,03/01/2019,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
30/04/2019,1,False,9,Ribeiro,M,Thiago,male,Logistics Manager,Logistics,30/04/2019,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
30/09/2019,1,False,16,Santos,J,Ana,female,Supply Chain Analyst,Logistics,30/09/2019,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
09/03/2020,1,False,87,Pereira,F,Marina,female,HR Generalist,Human Resources,09/03/2020,,57000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
21/02/2020,1,False,80,Moreira,R,Tatiane,female,Product Analyst,R&D,21/02/2020,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
28/11/2020,1,False,54,Ribeiro,A,Patricia,female,Account Manager,Sales,28/11/2020,,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
25/05/2015,1,False,83,Souza,M,Ricardo,male,Digital Marketing Manager,Marketing,25/05/2015,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
01/01/2017,1,False,35,Martinez,M,Catarina,female,Administrative Assistant,Administration,01/01/2017,,48000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
22/09/2023,1,False,71,Amaral,R,Jessica,female,Data Entry Clerk,Administration,22/09/2023,,40000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
22/02/2021,1,False,106,Cavalcante,S,Rafael,male,Sales Engineer,Sales,22/02/2021,,71000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
30/06/2020,3,True,30,Castanheira,S,Priscila,female,Sales Support,Sales,30/06/2020,,49000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
30/06/2020,3,True,74,Barbosa,O,Gabriel,male,Executive Producer,Production,30/06/2020,,74000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
30/06/2020,3,True,91,Ramos,G,Fabiana,female,Warehouse Clerk,Operations,30/06/2020,,43000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
05/12/2014,1,False,66,Ferreira,L,Gustavo,male,Payroll Specialist,Finance,05/12/2014,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
02/09/2021,1,False,7,Almeida,T,Felipe,male,Operations Analyst,Operations,02/09/2021,,45000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
03/09/2016,1,False,24,Castro,O,Tania,female,Compliance Officer,Legal,03/09/2016,,64000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
01/12/2018,1,False,103,Franco,L,Bruno,male,IT Manager,IT,01/12/2018,,95000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
23/03/2015,1,False,2,Fernandes,L,Aline,female,HR Specialist,Human Resources,23/03/2015,,55000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
29/03/2020,1,False,108,Barbosa,L,Felipe,male,Head of Operations,Operations,29/03/2020,,95000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
11/01/2011,1,False,14,Teixeira,A,Laura,female,HR Coordinator,Human Resources,11/01/2011,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
18/11/2023,1,False,78,Fraga,S,Larissa,female,Operations Clerk,Operations,18/11/2023,,43000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
21/08/2021,1,False,18,DosSantos,L,Mariana,female,Content Writer,Marketing,21/08/2021,,50000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
12/06/2010,1,False,1,Souza,A,Jorge,male,Production Manager,Operations,12/06/2010,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
25/10/2017,1,False,79,Pinto,J,David,male,Client Relations Manager,Sales,25/10/2017,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
05/05/2022,1,False,76,Ribeiro,E,Fernanda,female,Senior Designer,Marketing,05/05/2022,,68000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
12/02/2021,1,False,89,Franco,E,Patricia,female,Data Architect,IT,12/02/2021,,83000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/12/2016,1,False,57,Rocha,K,Gabriel,male,Process Engineer,Operations,15/12/2016,,76000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
22/07/2019,1,False,63,Moreira,L,Eduardo,male,Research Assistant,R&D,22/07/2019,,45000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
15/04/2023,1,False,92,Silva,K,Diego,male,Senior Analyst,Finance,15/04/2023,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
22/07/2023,1,False,15,Montes,R,Diego,male,Project Manager,Projects,22/07/2023,,90000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
12/04/2017,1,False,44,Ferreira,K,Thais,female,Training Coordinator,Human Resources,12/04/2017,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
05/03/2016,1,False,17,Cardoso,H,Roberto,male,Finance Manager,Finance,05/03/2016,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
11/06/2018,1,False,53,Almeida,G,Diego,male,IT Consultant,IT,11/06/2018,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
30/03/2018,1,False,39,Amaral,T,Sergio,male,Software Developer,IT,30/03/2018,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data14.csv,output_data14.csv,questions_data14
