HireDate,count_of_hires,multiple_hires,uniqueid,lastname,middleinitial,firstname,gender,job title,department,Right_HireDate,terminationdate,annualsalary,FileName,Input_File_Name,Output_File_Name
2021-02-28,1,False,98,Martin,O,Layla,F,Technical Support Engineer,IT,2021-02-28,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-12-15,1,False,8,Taylor,C,Karen,F,Product Manager,Product,2021-12-15,,90000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-08-10,1,False,81,Nelson,X,Alexander,M,Quality Assurance Engineer,R&D,2018-08-10,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-10-15,1,False,88,Brown,E,Olivia,F,Event Marketing Coordinator,Marketing,2020-10-15,,57000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-04-05,2,True,53,Allen,V,Avery,F,HR Coordinator,Human Resources,2020-04-05,,58000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-04-05,2,True,91,Brown,H,Sophia,F,Application Support Analyst,IT,2020-04-05,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-03-22,1,False,2,Jones,A,Emily,F,Project Manager,Operations,2019-03-22,,95000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-05-22,1,False,77,Wright,T,Grace,F,User Experience Researcher,R&D,2021-05-22,,77000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2022-02-12,1,False,46,Morris,O,Sarah,F,Graphic Artist,Marketing,2022-02-12,,54000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-05-01,1,False,35,Mitchell,D,Benjamin,M,Warehouse Manager,Operations,2019-05-01,,69000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-02-19,1,False,33,Nelson,B,Ethan,M,Software Architect,IT,2018-02-19,,120000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-03-18,1,False,84,Wright,A,Isabella,F,Research Coordinator,R&D,2019-03-18,,63000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2022-03-20,1,False,57,Cox,Z,Julia,F,Operations Analyst,Operations,2022-03-20,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-04-12,1,False,74,Walker,Q,Nicholas,M,Field Sales Representative,Sales,2019-04-12,,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-03-05,1,False,30,Adams,Y,Rachel,F,IT Support Specialist,IT,2020-03-05,,48000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-10-18,1,False,13,Harris,H,Andrew,M,Operations Manager,Operations,2020-10-18,,100000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2022-09-30,1,False,31,Baker,Z,George,M,Product Designer,Product,2022-09-30,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-06-30,1,False,3,Brown,L,Michael,M,Data Analyst,Finance,2021-06-30,,70000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-09-22,1,False,70,Martinez,M,Daniel,M,Document Control Specialist,Operations,2018-09-22,,55000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-12-15,1,False,29,Green,X,Steven,M,HR Manager,Human Resources,2019-12-15,,88000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-06-01,2,True,23,Allen,R,Timothy,M,Desktop Support,IT,2019-06-01,,55000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-06-01,2,True,71,Robinson,N,Chloe,F,Senior Accountant,Finance,2019-06-01,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-06-30,1,False,28,Scott,W,Linda,F,Marketing Manager,Marketing,2018-06-30,,92000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-09-05,1,False,7,Moore,B,Daniel,M,Web Developer,IT,2019-09-05,,78000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2022-03-15,1,False,16,García,K,Sofia,F,Content Writer,Marketing,2022-03-15,,49000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-07-15,1,False,6,Wilson,T,Jessica,F,Sales Associate,Sales,2020-07-15,,45000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-07-12,1,False,32,Gonzalez,A,Diana,F,Brand Strategist,Marketing,2021-07-12,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-01-10,1,False,26,King,U,Kathleen,F,Sales Manager,Sales,2019-01-10,,97000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-08-30,1,False,92,Davis,I,Benjamin,M,Strategic Planner,Operations,2021-08-30,,75000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2022-07-18,1,False,20,Rodriguez,O,Ashley,F,SEO Specialist,Marketing,2022-07-18,,48000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2022-04-20,1,False,65,White,H,Lisa,F,Event Coordinator,Marketing,2022-04-20,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-07-30,1,False,44,Stewart,M,Elizabeth,F,Web Designer,IT,2020-07-30,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-11-10,1,False,38,Phillips,G,Tina,F,Payroll Specialist,Finance,2021-11-10,,57000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-01-25,1,False,55,Cooper,X,Layla,F,Product Marketing Manager,Marketing,2021-01-25,,87000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-08-20,1,False,87,Martinez,D,Liam,M,Network Security Specialist,IT,2019-08-20,,81000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2017-07-25,1,False,12,White,G,Laura,F,Network Engineer,IT,2017-07-25,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2023-01-12,1,False,11,Jackson,F,Joseph,M,Graphic Designer,Marketing,2023-01-12,,57000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2023-02-25,1,False,24,Young,S,Michelle,F,Data Scientist,R&D,2023-02-25,,110000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-02-28,1,False,76,Allen,S,Joshua,M,IT Director,IT,2019-02-28,,140000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-10-30,1,False,61,Anderson,D,Cassandra,F,Legal Assistant,Legal,2020-10-30,,49000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-09-20,1,False,21,Levy,P,James,M,Financial Analyst,Finance,2018-09-20,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-10-10,1,False,45,Sanchez,N,Ryan,M,Customer Service Manager,Support,2018-10-10,,70000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-11-22,1,False,17,Martinez,L,Charles,M,Database Administrator,IT,2021-11-22,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-11-12,1,False,95,Martinez,L,Ryan,M,Logistics Coordinator,Operations,2021-11-12,,55000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-07-30,1,False,66,Harris,I,Ryan,M,Data Governance Specialist,R&D,2021-07-30,,79000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-01-05,1,False,50,Morgan,S,Megan,F,Sales Director,Sales,2018-01-05,,115000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-06-15,1,False,93,Wilson,J,Emily,F,Recruitment Specialist,Human Resources,2018-06-15,,59000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-09-25,1,False,49,Cook,R,Aaron,M,Training Coordinator,Human Resources,2020-09-25,,52000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-08-30,1,False,10,Thomas,E,Nancy,F,Accountant,Finance,2018-08-30,,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-08-20,1,False,36,Roberts,E,Amanda,F,Social Media Manager,Marketing,2021-08-20,,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-08-12,1,False,25,Hernandez,T,Robert,M,UX Designer,IT,2020-08-12,,75000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-05-15,1,False,22,Hall,Q,Susan,F,Event Planner,Marketing,2021-05-15,,64000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2022-05-15,1,False,40,Parker,I,Sharon,F,Technical Writer,R&D,2022-05-15,,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-05-05,1,False,15,Thompson,J,Paul,M,Legal Advisor,Legal,2018-05-05,,95000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-11-05,1,False,47,Rogers,P,Derek,M,IT Consultant,IT,2019-11-05,,90000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-04-18,1,False,59,Thompson,B,Samantha,F,Technical Support,IT,2019-04-18,,49000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-11-18,1,False,79,Green,V,Ava,F,Market Research Analyst,Marketing,2019-11-18,,64000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-02-12,1,False,82,Young,Y,Sophie,F,SEO Manager,Marketing,2020-02-12,,79000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-06-30,1,False,52,Lee,U,Taylor,F,Product Owner,Product,2019-06-30,,98000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-09-15,1,False,56,Richardson,Y,Craig,M,Security Analyst,IT,2019-09-15,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-10-10,1,False,99,Smith,P,Aiden,M,IT Project Coordinator,IT,2019-10-10,,57000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-10-25,1,False,75,Hall,R,Emma,F,Brand Manager,Marketing,2020-10-25,,92000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-01-15,1,False,1,Smith,J,John,M,Software Engineer,IT,2020-01-15,,80000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-10-15,1,False,51,Bell,T,Chad,M,Network Administrator,IT,2021-10-15,,85000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-06-10,1,False,48,Reed,Q,Emma,F,Inventory Specialist,Operations,2021-06-10,,45000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-11-10,1,False,4,Davis,K,Sarah,F,HR Specialist,Human Resources,2018-11-10,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-09-10,1,False,94,Garcia,K,Charlotte,F,Content Marketing Manager,Marketing,2020-09-10,,68000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-06-18,1,False,37,Turner,F,William,M,Quality Assurance Tester,R&D,2020-06-18,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-02-25,1,False,64,Jackson,G,Peter,M,Web Administrator,IT,2019-02-25,,71000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-12-30,1,False,18,Robinson,M,Kimberly,F,Executive Assistant,Administration,2020-12-30,,55000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-06-30,1,False,78,Scott,U,Wyatt,M,Administrative Assistant,Administration,2020-06-30,,42000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-11-15,1,False,62,Taylor,E,Henry,M,Network Technician,IT,2018-11-15,,75000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-05-15,1,False,72,Clark,O,Steven,M,IT Support Analyst,IT,2020-05-15,,52000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-08-05,1,False,60,Martinez,C,Isaac,M,Email Marketing Specialist,Marketing,2021-08-05,,45000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-04-15,1,False,14,Martin,I,Jennifer,F,Research Analyst,R&D,2019-04-15,,68000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2022-01-15,1,False,80,Baker,W,Evelyn,F,Product Manager,Product,2022-01-15,,90000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-03-15,1,False,42,Edwards,K,Barbara,F,Financial Planner,Finance,2019-03-15,,78000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-07-11,1,False,90,Johnson,G,Evelyn,F,HR Business Partner,Human Resources,2019-07-11,,74000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-01-22,1,False,89,Williams,F,Elijah,M,Sales Operations Analyst,Sales,2021-01-22,,68000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2018-04-12,1,False,39,Campbell,H,Anthony,M,Recruiter,Human Resources,2018-04-12,,61000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-05-20,2,True,54,Bailey,W,Justin,M,Compliance Officer,Legal,2019-05-20,,71000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-05-20,2,True,96,Rodriguez,M,Nora,F,Product Analyst,Product,2019-05-20,,60000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2020-12-12,1,False,58,Howard,A,Max,M,Software Tester,R&D,2020-12-12,,68000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-06-15,1,False,100,Johnson,Q,Emma,F,Corporate Trainer,Human Resources,2021-06-15,,65000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-12-05,1,False,86,Hernandez,C,Mia,F,Digital Marketing Specialist,Marketing,2021-12-05,,62000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2019-12-12,1,False,67,Martin,J,Charlotte,F,Client Relationship Manager,Sales,2019-12-12,,78000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
2021-09-10,1,False,73,Lopez,P,Victoria,F,Research Scientist,R&D,2021-09-10,,90000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data25.csv,output_data25.csv,questions_data25
