HireDate,count_of_hires,multiple_hires,UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,Right_HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name
11/02/2009,1,False,36,Robles,D,Michael,female,Media buyer,Loss,11/02/2009,,185984,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
13/07/1961,1,False,44,Bean,M,Ashley,male,Print production planner,Who,13/07/1961,,92979,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
24/01/2007,1,False,35,Golden,Z,Denise,male,Building control surveyor,Sport,24/01/2007,,223853,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
28/08/2016,1,False,27,Johnson,H,Suzanne,other,"Presenter, broadcasting",Today,28/08/2016,,202923,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
30/04/1984,1,False,18,Doyle,R,Abigail,other,Town planner,Money,30/04/1984,,215026,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
21/01/2008,1,False,41,Le,NA,Cameron,male,Information officer,Admit,21/01/2008,,205020,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
26/01/1996,1,False,42,Curtis,E,Joy,female,Travel agency manager,Hour,26/01/1996,,103322,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
26/07/2006,1,False,17,Aguilar,Y,Samantha,male,Research scientist (life sciences),Report,26/07/2006,,182921,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
05/07/2005,1,False,48,Burke,K,Kendra,other,Commercial/residential surveyor,Police,05/07/2005,20/07/2016,234925,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
11/10/1983,1,False,26,Morris,C,Gloria,female,Theatre stage manager,Parent,11/10/1983,,233302,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
20/10/2012,1,False,8,Graham,E,Denise,female,"Journalist, broadcasting",Three,20/10/2012,,178667,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
24/04/1960,1,False,22,Bailey,J,Daniel,other,Professor Emeritus,These,24/04/1960,02/10/1963,99759,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
05/11/1965,1,False,29,Mitchell,Q,Thomas,female,Media planner,Physical,05/11/1965,03/06/2021,173752,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
16/12/1957,1,False,47,Sandoval,L,Brendan,other,Systems analyst,History,16/12/1957,,246940,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
09/02/2009,1,False,33,West,V,Angela,male,Geographical information systems officer,Picture,09/02/2009,,67673,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
18/08/2022,1,False,46,Cantu,K,Kathryn,other,"Journalist, newspaper",Truth,18/08/2022,,65839,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
24/11/1989,1,False,43,Allen,T,Cody,other,Astronomer,Discussion,24/11/1989,31/07/2002,223631,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
26/06/1998,1,False,49,Cooke,B,Jennifer,other,Software engineer,Much,26/06/1998,,182064,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
06/10/1975,1,False,14,Adams,NA,Kevin,female,Ecologist,Star,06/10/1975,22/11/1983,108079,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
07/01/1960,1,False,19,Martin,R,Steven,female,Oncologist,Century,07/01/1960,,79771,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
10/06/1975,1,False,15,Castillo,W,Mark,male,Environmental manager,Accept,10/06/1975,,172103,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
14/01/1974,1,False,21,Alexander,A,Maria,male,"Accountant, chartered",Leg,14/01/1974,22/01/2012,157055,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
31/10/2007,1,False,13,Griffin,R,Joshua,other,Waste management officer,Nearly,31/10/2007,,141585,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
18/07/2002,1,False,6,Williams,A,Joe,other,"Engineer, broadcasting (operations)",Yeah,18/07/2002,,75857,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
15/03/2009,1,False,37,Malone,O,Kara,female,"Psychologist, prison and probation services",Run,15/03/2009,,74893,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
17/08/2000,1,False,3,Williams,I,Carrie,other,Museum/gallery curator,Know,17/08/2000,,159800,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
29/06/1962,1,False,11,Cruz,X,Robin,other,Dealer,Budget,29/06/1962,04/09/1972,153614,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
10/09/2008,1,False,20,Weaver,W,Amanda,other,Recruitment consultant,Science,10/09/2008,,36061,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
27/06/1991,1,False,38,Porter,Q,Richard,male,Licensed conveyancer,Happy,27/06/1991,19/09/2008,137161,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
30/03/1989,1,False,2,Johnson,F,Mark,female,Fisheries officer,Skill,30/03/1989,23/02/2000,243810,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
08/01/1999,1,False,50,Sanders,K,Nicole,male,Best boy,Child,08/01/1999,08/01/2002,147360,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
14/10/2019,1,False,9,Moore,O,Tara,female,Field trials officer,Although,14/10/2019,,37693,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
27/10/2000,1,False,5,Anderson,X,Michelle,male,Film/video editor,Less,27/10/2000,,139696,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data8.csv,output_data8.csv,questions_data8
